company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Aceso Life Science Group Ltd,4295864449,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Artgo Holdings Ltd,5040043647,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,58,P1Y,Clarity AI,,E,Cayman Islands
Bay Area Gold Group Ltd,5059998815,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18.981481481481477,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Central Wealth Group Holdings Ltd,4295870891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Creative Digital Entertainment Ltd,4295870963,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China E-Information Technology Group Ltd,4295871439,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,54,P1Y,Clarity AI,,E,Cayman Islands
China LNG Group Ltd,4295871445,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.888888888888884,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Ocean Industry Group Ltd,4295871842,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,19.90740740740741,31/12/2020,48,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Resources Microelectronics Ltd,4295871923,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17.616580310880824,31/12/2021,43,P1Y,Clarity AI,31/12/2021 0:00,E,Cayman Islands
China Wood Optimization Holding Ltd,5040929630,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.888888888888884,31/12/2020,57,P1Y,Clarity AI,,E,China
China Youran Dairy Group Ltd,5077893758,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.230769230769226,31/12/2022,38,P1Y,Clarity AI,31/12/2022 0:00,E,
Chunghwa Picture Tubes Ltd,4295892229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.745098039215685,31/12/2016,57,P1Y,Clarity AI,,E,"Taiwan, China"
Chunghwa Picture Tubes Ltd,4295892229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17.307692307692314,31/12/2017,57,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
Everest Textile Co Ltd,4295891532,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,37.03703703703704,31/12/2020,53,P1Y,Clarity AI,,E,"Taiwan, China"
FCC Aqualia SA,5000015603,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.64248704663213,31/12/2021,51,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
GTI Holdings Ltd,4295864241,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,54,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Genting Hong Kong Ltd,4295871135,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,65.27777777777779,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Goldcorp Inc (pre-reincorporation),4295861540,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.588235294117652,31/12/2016,53,P1Y,Clarity AI,31/12/2016 0:00,E,Canada
Goldcorp Inc (pre-reincorporation),4295861540,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,31.41025641025641,31/12/2017,53,P1Y,Clarity AI,,E,Canada
Grand Ocean Advanced Resources Co Ltd,4295872040,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Henan Zhongfu Industrial Co Ltd,4295864006,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,66.2037037037037,31/12/2020,43,P1Y,Clarity AI,,E,China
Huscoke Holdings Ltd,4295871861,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.42592592592593,31/12/2020,52,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Hydro-Quebec,4295863186,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,67.6923076923077,31/12/2022,39,P1Y,Clarity AI,31/12/2022 0:00,E,Canada
Landeskreditbank Baden Wuerttemberg Foerderbank,4296080185,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.76923076923077,31/12/2022,45,P1Y,Clarity AI,31/12/2022 0:00,E,Germany
North Mining Shares Co Ltd,4295871787,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.888888888888884,31/12/2020,45,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Orlen Unipetrol as,4295865833,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,78.46153846153847,31/12/2022,42,P1Y,Clarity AI,31/12/2022 0:00,E,Czech Republic
Pertamina (Persero) PT,5000067369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98.46153846153847,31/12/2022,45,P1Y,Clarity AI,31/12/2022 0:00,E,Indonesia
RS Energy KK,4295877334,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,62.745098039215684,31/12/2016,52,P1Y,Clarity AI,,E,Japan
RS Energy KK,4295877334,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64.1025641025641,31/12/2017,52,P1Y,Clarity AI,,E,Japan
Rentian Technology Holdings Ltd,4295871191,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,47,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Rosan Resources Holdings Ltd,5000059643,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,38,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
SK IE Technology Co Ltd,5069469748,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.699481865284972,31/12/2021,50,P1Y,Clarity AI,31/12/2021 0:00,E,"Korea, Rep."
Seligdar PAO,4298077074,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48.611111111111114,31/12/2020,52,P1Y,Clarity AI,,E,Russian Federation
Spinnova Oyj,5045517671,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.153846153846154,31/12/2022,39,P1Y,Clarity AI,31/12/2022 0:00,E,Finland
Styland Holdings Ltd,4295871793,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Trinity Ltd,5000458994,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,47,P1Y,Clarity AI,,E,Bermuda
Value Convergence Holdings Ltd,4295871421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.425925925925931,31/12/2020,54,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Vectren Corp,4295900961,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,76.92307692307692,31/12/2017,44,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Victory City International Holdings Ltd,4295871840,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47.68518518518518,31/12/2020,46,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Youyuan International Holdings Ltd,5000735820,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52.77777777777778,31/12/2020,40,P1Y,Clarity AI,,E,Cayman Islands
Repsol SA,4295889563,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,92.2279792746114,31/12/2021,347,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Repsol SA,4295889563,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,93.98148148148148,31/12/2020,347,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.843137254901967,31/12/2016,329,P1Y,Clarity AI,,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,70.51282051282051,31/12/2017,329,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.09259259259259,31/12/2020,329,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.333333333333337,31/12/2017,329,P1Y,Clarity AI,,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,51.29533678756477,31/12/2021,329,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,51.85185185185186,31/12/2020,329,P1Y,Clarity AI,,E,Spain
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.40932642487047,31/12/2021,306,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98.0392156862745,31/12/2016,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98.14814814814815,31/12/2020,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,96.92307692307692,31/12/2022,306,P1Y,Clarity AI,31/12/2022 0:00,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.70992366412213,31/12/2019,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.76119402985076,31/12/2018,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.43589743589743,31/12/2017,306,P1Y,Clarity AI,,E,South Africa
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,19.84732824427481,31/12/2019,304,P1Y,Clarity AI,31/12/2019 0:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,27.979274611398964,31/12/2021,304,P1Y,Clarity AI,31/12/2021 0:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17.910447761194025,31/12/2018,304,P1Y,Clarity AI,31/12/2018 0:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16.025641025641026,31/12/2017,304,P1Y,Clarity AI,,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.555555555555557,31/12/2020,304,P1Y,Clarity AI,,E,Ireland
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11.45038167938931,31/12/2019,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.207253886010367,31/12/2021,302,P1Y,Clarity AI,31/12/2021 0:00,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11.194029850746269,31/12/2018,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.051282051282048,31/12/2017,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.823529411764708,31/12/2016,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,22.685185185185187,31/12/2020,302,P1Y,Clarity AI,,E,Netherlands
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57.870370370370374,31/12/2020,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,43.28358208955224,31/12/2018,300,P1Y,Clarity AI,31/12/2018 0:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,66.66666666666667,31/12/2023,300,P1Y,Clarity AI,31/12/2023 0:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53.8860103626943,31/12/2021,300,P1Y,Clarity AI,31/12/2021 0:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41.221374045801525,31/12/2019,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,42.307692307692314,31/12/2017,300,P1Y,Clarity AI,,E,India
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.37254901960785,31/12/2016,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.67938931297711,31/12/2019,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,85.8974358974359,31/12/2017,299,P1Y,Clarity AI,31/12/2017 0:00,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,80.59701492537313,31/12/2018,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.56476683937824,31/12/2021,299,P1Y,Clarity AI,31/12/2021 0:00,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,90.74074074074075,31/12/2020,299,P1Y,Clarity AI,,E,United States
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52.84974093264248,31/12/2021,298,P1Y,Clarity AI,31/12/2021 0:00,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,55.970149253731336,31/12/2018,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,66.66666666666667,31/12/2020,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,54.961832061068705,31/12/2019,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,55.12820512820513,31/12/2017,298,P1Y,Clarity AI,31/12/2017 0:00,E,United Kingdom
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.35185185185185,31/12/2020,295,P1Y,Clarity AI,,E,Mexico
Canacol Energy Ltd,4296418449,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.01554404145078,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39.69465648854962,31/12/2019,295,P1Y,Clarity AI,31/12/2019 0:00,E,Spain
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,80.12820512820514,31/12/2017,295,P1Y,Clarity AI,,E,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,86.52849740932642,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Mexico
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,72.54901960784314,31/12/2016,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,78.62595419847328,31/12/2019,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.61538461538461,31/12/2022,295,P1Y,Clarity AI,31/12/2022 0:00,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.03703703703704,31/12/2020,295,P1Y,Clarity AI,,E,Sweden
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,46.15384615384615,31/12/2017,295,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,78.2051282051282,31/12/2017,295,P1Y,Clarity AI,,E,Sweden
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,78.43137254901961,31/12/2016,295,P1Y,Clarity AI,,E,Mexico
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,51.81347150259068,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,83.41968911917098,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,78.35820895522389,31/12/2018,295,P1Y,Clarity AI,,E,Sweden
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,82.08955223880598,31/12/2018,295,P1Y,Clarity AI,,E,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,82.44274809160305,31/12/2019,295,P1Y,Clarity AI,,E,Mexico
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52.31481481481482,31/12/2020,295,P1Y,Clarity AI,,E,Spain
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,45.51282051282052,31/12/2017,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,42.53731343283582,31/12/2018,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60.64814814814814,31/12/2020,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,46.56488549618321,31/12/2019,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57.51295336787565,31/12/2021,293,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,37.254901960784316,31/12/2016,293,P1Y,Clarity AI,,E,"Taiwan, China"
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39.37823834196891,31/12/2021,292,P1Y,Clarity AI,31/12/2021 0:00,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,33.333333333333336,31/12/2016,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,37.40458015267175,31/12/2019,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.059701492537314,31/12/2018,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.46153846153846,31/12/2017,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,51.85185185185186,31/12/2020,292,P1Y,Clarity AI,,E,Malaysia
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,67.94871794871796,31/12/2017,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,68.70229007633588,31/12/2019,290,P1Y,Clarity AI,31/12/2019 0:00,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,70.1492537313433,31/12/2018,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64.70588235294117,31/12/2016,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,71.50259067357513,31/12/2021,290,P1Y,Clarity AI,31/12/2021 0:00,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,77.77777777777779,31/12/2020,290,P1Y,Clarity AI,,E,Austria
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48.07692307692307,31/12/2017,287,P1Y,Clarity AI,31/12/2017 0:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,56.94444444444444,31/12/2020,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,58.46153846153845,31/12/2022,287,P1Y,Clarity AI,31/12/2022 0:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,55.44041450777202,31/12/2021,287,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47.01492537313433,31/12/2018,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.23529411764706,31/12/2016,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,42.74809160305344,31/12/2019,287,P1Y,Clarity AI,,E,South Africa
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,74.07407407407408,31/12/2020,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,69.43005181347151,31/12/2021,285,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64.74358974358974,31/12/2017,285,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64.88549618320612,31/12/2019,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64.92537313432835,31/12/2018,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,61.76470588235294,31/12/2016,285,P1Y,Clarity AI,,E,United States
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,58.54922279792747,31/12/2021,283,P1Y,Clarity AI,31/12/2021 0:00,E,India
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47.32824427480916,31/12/2019,283,P1Y,Clarity AI,,E,India
