company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.692307692307687,31/12/2017,272,P1Y,Clarity AI,,E,United States
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.8627450980392135,31/12/2016,272,P1Y,Clarity AI,,E,United States
Anglo American Platinum Ltd,4298016482,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.41025641025641,31/12/2017,272,P1Y,Clarity AI,31/12/2017 0:00,E,South Africa
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,22.22222222222222,31/12/2020,272,P1Y,Clarity AI,,E,United States
Anglo American Platinum Ltd,4298016482,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.25490196078431,31/12/2016,272,P1Y,Clarity AI,,E,South Africa
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.692307692307687,31/12/2017,272,P1Y,Clarity AI,,E,Switzerland
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.701492537313428,31/12/2018,272,P1Y,Clarity AI,,E,United States
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.701492537313428,31/12/2018,272,P1Y,Clarity AI,,E,Switzerland
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.8627450980392135,31/12/2016,272,P1Y,Clarity AI,,E,Switzerland
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.207253886010367,31/12/2021,272,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16.20370370370371,31/12/2020,272,P1Y,Clarity AI,,E,Switzerland
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.053435114503822,31/12/2019,272,P1Y,Clarity AI,,E,Switzerland
BHP Group Ltd,4295856983,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.63730569948186,31/12/2021,271,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
BHP Group Ltd,4295856983,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.32835820895522,31/12/2018,271,P1Y,Clarity AI,,E,Australia
PTT PCL,4295893306,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36.53846153846154,31/12/2017,271,P1Y,Clarity AI,,E,Thailand
Ecolab Inc,4295903916,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24.537037037037035,31/12/2020,271,P1Y,Clarity AI,,E,United States
PTT PCL,4295893306,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.888888888888886,31/12/2020,271,P1Y,Clarity AI,,E,Thailand
Stellantis NV,5043319761,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.89743589743589,31/12/2017,271,P1Y,Clarity AI,31/12/2017 0:00,E,Netherlands
Metsa Board Oyj,4295866436,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,63.07692307692307,31/12/2022,271,P1Y,Clarity AI,31/12/2022 0:00,E,Finland
BHP Group Ltd,4295856983,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,83.96946564885496,31/12/2019,271,P1Y,Clarity AI,,E,Australia
Ecolab Inc,4295903916,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17.557251908396942,31/12/2019,271,P1Y,Clarity AI,,E,United States
PTT PCL,4295893306,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,27.480916030534353,31/12/2019,271,P1Y,Clarity AI,,E,Thailand
Recordati Industria Chimica e Farmaceutica SpA,4295875399,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.153846153846154,31/12/2022,271,P1Y,Clarity AI,31/12/2022 0:00,E,Italy
Recordati Industria Chimica e Farmaceutica SpA,4295875399,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.564102564102566,31/12/2017,271,P1Y,Clarity AI,31/12/2017 0:00,E,Italy
Shanghai Fosun Pharmaceutical Group Co Ltd,4295863746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49.23076923076923,31/12/2022,271,P1Y,Clarity AI,31/12/2022 0:00,E,China
Recordati Industria Chimica e Farmaceutica SpA,4295875399,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.223880597014929,31/12/2018,271,P1Y,Clarity AI,,E,Italy
BHP Group Ltd,4295856983,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,82.6923076923077,31/12/2017,271,P1Y,Clarity AI,,E,Australia
Shanghai Fosun Pharmaceutical Group Co Ltd,4295863746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50.0,31/12/2020,271,P1Y,Clarity AI,,E,China
Ecolab Inc,4295903916,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,21.243523316062173,31/12/2021,271,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Shanghai Fosun Pharmaceutical Group Co Ltd,4295863746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,44.230769230769226,31/12/2017,271,P1Y,Clarity AI,,E,China
Metsa Board Oyj,4295866436,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,56.476683937823836,31/12/2021,271,P1Y,Clarity AI,31/12/2021 0:00,E,Finland
Shanghai Fosun Pharmaceutical Group Co Ltd,4295863746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,45.52238805970149,31/12/2018,271,P1Y,Clarity AI,31/12/2018 0:00,E,China
Metsa Board Oyj,4295866436,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52.56410256410257,31/12/2017,271,P1Y,Clarity AI,31/12/2017 0:00,E,Finland
Recordati Industria Chimica e Farmaceutica SpA,4295875399,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.343511450381677,31/12/2019,271,P1Y,Clarity AI,,E,Italy
Ecolab Inc,4295903916,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15.671641791044777,31/12/2018,271,P1Y,Clarity AI,,E,United States
Stellantis NV,5043319761,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49.07407407407407,31/12/2020,271,P1Y,Clarity AI,,E,Netherlands
PTT PCL,4295893306,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,27.450980392156865,31/12/2016,271,P1Y,Clarity AI,,E,Thailand
Recordati Industria Chimica e Farmaceutica SpA,4295875399,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.290155440414503,31/12/2021,271,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
PTT PCL,4295893306,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.38461538461538,31/12/2022,271,P1Y,Clarity AI,31/12/2022 0:00,E,Thailand
Shanghai Fosun Pharmaceutical Group Co Ltd,4295863746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36.641221374045806,31/12/2019,271,P1Y,Clarity AI,,E,China
Shanghai Fosun Pharmaceutical Group Co Ltd,4295863746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49.22279792746114,31/12/2021,271,P1Y,Clarity AI,31/12/2021 0:00,E,China
BHP Group Ltd,4295856983,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,92.5925925925926,31/12/2020,271,P1Y,Clarity AI,,E,Australia
Metsa Board Oyj,4295866436,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60.18518518518518,31/12/2020,271,P1Y,Clarity AI,,E,Finland
Stellantis NV,5043319761,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49.740932642487046,31/12/2021,271,P1Y,Clarity AI,31/12/2021 0:00,E,Netherlands
Ecolab Inc,4295903916,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14.102564102564108,31/12/2017,271,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Recordati Industria Chimica e Farmaceutica SpA,4295875399,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14.35185185185185,31/12/2020,271,P1Y,Clarity AI,,E,Italy
BHP Group Ltd,4295856983,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,80.3921568627451,31/12/2016,271,P1Y,Clarity AI,,E,Australia
Metsa Board Oyj,4295866436,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,45.038167938931295,31/12/2019,271,P1Y,Clarity AI,,E,Finland
PTT PCL,4295893306,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.08955223880597,31/12/2018,271,P1Y,Clarity AI,,E,Thailand
EDP Energias do Brasil SA,4295859771,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.04663212435233,31/12/2021,270,P1Y,Clarity AI,31/12/2021 0:00,E,Brazil
South32 Ltd,5000260289,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.74358974358975,31/12/2017,270,P1Y,Clarity AI,,E,Australia
Gold Fields Ltd,4295889097,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,75.64766839378238,31/12/2021,270,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
Leonardo SpA,4295875430,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.897435897435892,31/12/2017,270,P1Y,Clarity AI,,E,Italy
EDP Energias do Brasil SA,4295859771,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,83.20610687022901,31/12/2019,270,P1Y,Clarity AI,,E,Brazil
Gold Fields Ltd,4295889097,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,79.16666666666666,31/12/2020,270,P1Y,Clarity AI,,E,South Africa
South32 Ltd,5000260289,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,90.83969465648855,31/12/2019,270,P1Y,Clarity AI,,E,Australia
Leonardo SpA,4295875430,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.851851851851848,31/12/2020,270,P1Y,Clarity AI,,E,Italy
Ebro Foods SA,4295889267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.166666666666664,31/12/2020,270,P1Y,Clarity AI,,E,Spain
Hindalco Industries Ltd,4295873625,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.1025641025641,31/12/2017,270,P1Y,Clarity AI,31/12/2017 0:00,E,India
Hindalco Industries Ltd,4295873625,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.68518518518519,31/12/2020,270,P1Y,Clarity AI,,E,India
EDP Energias do Brasil SA,4295859771,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,85.18518518518519,31/12/2020,270,P1Y,Clarity AI,,E,Brazil
Hindalco Industries Ltd,4295873625,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,91.04477611940298,31/12/2018,270,P1Y,Clarity AI,,E,India
Ebro Foods SA,4295889267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24.352331606217614,31/12/2021,270,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Leonardo SpA,4295875430,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14.503816793893131,31/12/2019,270,P1Y,Clarity AI,,E,Italy
South32 Ltd,5000260289,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,96.75925925925925,31/12/2020,270,P1Y,Clarity AI,,E,Australia
South32 Ltd,5000260289,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,88.80597014925374,31/12/2018,270,P1Y,Clarity AI,,E,Australia
Leonardo SpA,4295875430,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.207253886010367,31/12/2021,270,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Ebro Foods SA,4295889267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17.948717948717952,31/12/2017,270,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
South32 Ltd,5000260289,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,94.81865284974094,31/12/2021,270,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Ebro Foods SA,4295889267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.15384615384615,31/12/2022,270,P1Y,Clarity AI,31/12/2022 0:00,E,Spain
Hindalco Industries Ltd,4295873625,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,96.37305699481865,31/12/2021,270,P1Y,Clarity AI,31/12/2021 0:00,E,India
Hang Lung Group Ltd,4295871547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.692307692307687,31/12/2022,270,P1Y,Clarity AI,31/12/2022 0:00,E,"Hong Kong SAR, China"
EDP Energias do Brasil SA,4295859771,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.34328358208955,31/12/2018,270,P1Y,Clarity AI,,E,Brazil
Hindalco Industries Ltd,4295873625,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,79.41176470588236,31/12/2016,270,P1Y,Clarity AI,,E,India
EDP Energias do Brasil SA,4295859771,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,83.33333333333334,31/12/2017,270,P1Y,Clarity AI,,E,Brazil
EDP Energias do Brasil SA,4295859771,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,77.45098039215686,31/12/2016,270,P1Y,Clarity AI,,E,Brazil
Gold Fields Ltd,4295889097,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,70.99236641221374,31/12/2019,270,P1Y,Clarity AI,,E,South Africa
Leonardo SpA,4295875430,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14.179104477611936,31/12/2018,270,P1Y,Clarity AI,,E,Italy
Semen Indonesia (Persero) Tbk PT,4295874376,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,65.38461538461539,31/12/2017,269,P1Y,Clarity AI,,E,Indonesia
Semen Indonesia (Persero) Tbk PT,4295874376,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,65.67164179104478,31/12/2018,269,P1Y,Clarity AI,,E,Indonesia
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.4814814814815,31/12/2020,269,P1Y,Clarity AI,,E,Russian Federation
Semen Indonesia (Persero) Tbk PT,4295874376,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,77.86259541984732,31/12/2019,269,P1Y,Clarity AI,,E,Indonesia
Semen Indonesia (Persero) Tbk PT,4295874376,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.34715025906736,31/12/2021,269,P1Y,Clarity AI,31/12/2021 0:00,E,Indonesia
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39.81481481481482,31/12/2020,269,P1Y,Clarity AI,,E,Netherlands
Ecopetrol SA,4297066235,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.31343283582089,31/12/2018,269,P1Y,Clarity AI,,E,Colombia
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36.92307692307693,31/12/2022,269,P1Y,Clarity AI,31/12/2022 0:00,E,Netherlands
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18.627450980392158,31/12/2016,269,P1Y,Clarity AI,,E,Netherlands
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,76.47058823529412,31/12/2016,269,P1Y,Clarity AI,,E,Russian Federation
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,21.641791044776117,31/12/2018,269,P1Y,Clarity AI,31/12/2018 0:00,E,Netherlands
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,72.3076923076923,31/12/2022,269,P1Y,Clarity AI,31/12/2022 0:00,E,Russian Federation
United Microelectronics Corp,4295891102,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.166666666666664,31/12/2020,269,P1Y,Clarity AI,,E,"Taiwan, China"
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,79.10447761194031,31/12/2018,269,P1Y,Clarity AI,,E,Russian Federation
Ecopetrol SA,4297066235,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,88.08290155440415,31/12/2021,269,P1Y,Clarity AI,31/12/2021 0:00,E,Colombia
United Microelectronics Corp,4295891102,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.160305343511455,31/12/2019,269,P1Y,Clarity AI,,E,"Taiwan, China"
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.717557251908396,31/12/2019,269,P1Y,Clarity AI,,E,Netherlands
Neste Oyj,4295866391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,80.55555555555556,31/12/2020,269,P1Y,Clarity AI,,E,Finland
United Microelectronics Corp,4295891102,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,37.82383419689119,31/12/2021,269,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,71.7948717948718,31/12/2017,269,P1Y,Clarity AI,31/12/2017 0:00,E,Russian Federation
Semen Indonesia (Persero) Tbk PT,4295874376,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,86.57407407407408,31/12/2020,269,P1Y,Clarity AI,,E,Indonesia
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25.64102564102564,31/12/2017,269,P1Y,Clarity AI,,E,Netherlands
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,72.02072538860104,31/12/2021,269,P1Y,Clarity AI,31/12/2021 0:00,E,Russian Federation
Ecopetrol SA,4297066235,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.17948717948718,31/12/2017,269,P1Y,Clarity AI,,E,Colombia
Neste Oyj,4295866391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,73.84615384615385,31/12/2022,269,P1Y,Clarity AI,31/12/2022 0:00,E,Finland
Neste Oyj,4295866391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,73.05699481865284,31/12/2021,269,P1Y,Clarity AI,31/12/2021 0:00,E,Finland
Akzo Nobel NV,4295884730,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.86010362694301,31/12/2021,269,P1Y,Clarity AI,31/12/2021 0:00,E,Netherlands
Neste Oyj,4295866391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,75.0,31/12/2017,269,P1Y,Clarity AI,31/12/2017 0:00,E,Finland
Polyus PAO,4295887134,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,80.1526717557252,31/12/2019,269,P1Y,Clarity AI,,E,Russian Federation
Ecopetrol SA,4297066235,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.78625954198473,31/12/2019,269,P1Y,Clarity AI,,E,Colombia
Ecopetrol SA,4297066235,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.31372549019608,31/12/2016,269,P1Y,Clarity AI,,E,Colombia
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18.518518518518523,31/12/2020,268,P1Y,Clarity AI,,E,Australia
Fortum Oyj,4295866494,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,93.05555555555556,31/12/2020,268,P1Y,Clarity AI,,E,Finland
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.3969465648855,31/12/2019,268,P1Y,Clarity AI,,E,Australia
Fortum Oyj,4295866494,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.61538461538461,31/12/2017,268,P1Y,Clarity AI,,E,Finland
Boral Ltd,4295857155,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53.24074074074075,31/12/2020,268,P1Y,Clarity AI,,E,Australia
Boral Ltd,4295857155,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,43.13725490196079,31/12/2016,268,P1Y,Clarity AI,31/12/2016 0:00,E,Australia
Chemours Co,5045867108,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,61.53846153846154,31/12/2022,268,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Chemours Co,5045867108,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,70.37037037037037,31/12/2020,268,P1Y,Clarity AI,,E,United States
Boral Ltd,4295857155,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41.7910447761194,31/12/2018,268,P1Y,Clarity AI,,E,Australia
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15.544041450777202,31/12/2021,268,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.462686567164178,31/12/2018,268,P1Y,Clarity AI,,E,Australia
Fortum Oyj,4295866494,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,86.27450980392157,31/12/2016,268,P1Y,Clarity AI,,E,Finland
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4.90196078431373,31/12/2016,268,P1Y,Clarity AI,,E,Australia
Fortum Oyj,4295866494,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,85.07462686567165,31/12/2018,268,P1Y,Clarity AI,,E,Finland
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.128205128205132,31/12/2017,268,P1Y,Clarity AI,,E,Australia
Boral Ltd,4295857155,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.23316062176166,31/12/2021,268,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Chemours Co,5045867108,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,62.17616580310881,31/12/2021,268,P1Y,Clarity AI,31/12/2021 0:00,E,United States
IGO Ltd,4295857272,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,33.333333333333336,31/12/2023,268,P1Y,Clarity AI,31/12/2023 0:00,E,Australia
Boral Ltd,4295857155,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53.84615384615385,31/12/2017,268,P1Y,Clarity AI,31/12/2017 0:00,E,Australia
Fortum Oyj,4295866494,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.7328244274809,31/12/2019,268,P1Y,Clarity AI,,E,Finland
Fortum Oyj,4295866494,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,91.19170984455958,31/12/2021,268,P1Y,Clarity AI,31/12/2021 0:00,E,Finland
Lanxess AG,4295870205,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,63.730569948186535,31/12/2021,267,P1Y,Clarity AI,31/12/2021 0:00,E,Germany
Lanxess AG,4295870205,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,56.41025641025641,31/12/2017,267,P1Y,Clarity AI,,E,Germany
International Flavors & Fragrances Inc,4295904309,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.41025641025641,31/12/2017,267,P1Y,Clarity AI,,E,United States
International Flavors & Fragrances Inc,4295904309,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23.611111111111114,31/12/2020,267,P1Y,Clarity AI,,E,United States
Woodside Energy Group Ltd,4295857433,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.104477611940293,31/12/2018,267,P1Y,Clarity AI,,E,Australia
