company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
China Shineway Pharmaceutical Group Ltd,4295872000,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4.89,31/12/2017,249,P1Y,Clarity AI,,E,Cayman Islands
China Shineway Pharmaceutical Group Ltd,4295872000,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.23,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Cayman Islands
Bank of East Asia Ltd,4295872021,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.00695,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,"Hong Kong SAR, China"
Mercedes Benz Group AG,4295869694,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Germany
Acea SpA,4295875677,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.9,31/12/2020,249,P1Y,Clarity AI,,E,Italy
Acea SpA,4295875677,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.6,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Volvo AB,4295890024,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.6,31/12/2020,249,P1Y,Clarity AI,,E,Sweden
Acea SpA,4295875677,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.16,31/12/2018,249,P1Y,Clarity AI,,E,Italy
Hengan International Group Company Ltd,4295871680,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,59,31/12/2020,249,P1Y,Clarity AI,,E,Cayman Islands
China Shineway Pharmaceutical Group Ltd,4295872000,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.78,31/12/2019,249,P1Y,Clarity AI,,E,Cayman Islands
China Shineway Pharmaceutical Group Ltd,4295872000,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.83,31/12/2018,249,P1Y,Clarity AI,,E,Cayman Islands
Volvo AB,4295890024,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Sweden
Acea SpA,4295875677,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.51,31/12/2022,249,P1Y,Clarity AI,31/12/2022 0:00,E,Italy
Hengan International Group Company Ltd,4295871680,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,79,31/12/2018,249,P1Y,Clarity AI,,E,Cayman Islands
Acea SpA,4295875677,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.33,31/12/2019,249,P1Y,Clarity AI,,E,Italy
Walsin Lihwa Corp,4295891078,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.1,31/12/2020,249,P1Y,Clarity AI,,E,"Taiwan, China"
Walsin Lihwa Corp,4295891078,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,22.68,31/12/2022,249,P1Y,Clarity AI,31/12/2022 0:00,E,"Taiwan, China"
Volvo AB,4295890024,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.9,31/12/2016,249,P1Y,Clarity AI,,E,Sweden
China Shineway Pharmaceutical Group Ltd,4295872000,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.71,31/12/2022,249,P1Y,Clarity AI,31/12/2022 0:00,E,Cayman Islands
Hengan International Group Company Ltd,4295871680,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Cayman Islands
Volvo AB,4295890024,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.6,31/12/2019,249,P1Y,Clarity AI,,E,Sweden
Bank of East Asia Ltd,4295872021,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.01,31/12/2020,249,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Ajinomoto Co Inc,4295877401,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10701,31/12/2019,248,P1Y,Clarity AI,,E,Japan
LATAM Airlines Group SA,4295863482,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1720,31/12/2016,248,P1Y,Clarity AI,,E,Chile
Ajinomoto Co Inc,4295877401,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1461,31/12/2016,248,P1Y,Clarity AI,,E,Japan
S-Oil Corp,4295881247,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,425,31/12/2019,248,P1Y,Clarity AI,,E,"Korea, Rep."
Tata Consultancy Services Ltd,4295872706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.3,31/12/2016,248,P1Y,Clarity AI,,E,India
Borregaard ASA,5037819440,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,72,31/12/2019,248,P1Y,Clarity AI,,E,Norway
Tata Consultancy Services Ltd,4295872706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.9,31/12/2017,248,P1Y,Clarity AI,31/12/2017 0:00,E,India
Hero MotoCorp Ltd,4295872666,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,33,31/12/2018,248,P1Y,Clarity AI,,E,India
S-Oil Corp,4295881247,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,425,31/12/2022,248,P1Y,Clarity AI,31/12/2022 0:00,E,"Korea, Rep."
Siegfried Holding AG,5000066884,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.3,31/12/2022,248,P1Y,Clarity AI,31/12/2022 0:00,E,Switzerland
